respondent_id,origin_country,destination_country,migration_reason,migration_type,age_group,gender,education_level,year_of_migration,marital_status,monthly_income_usd,sends_remittance
2317,Bangladesh,France,Higher Education,Permanent,45-54,Female,Bachelor's,2021,Single,679,Yes
2318,India,South Korea,Employment,Work,18-24,Male,Master's,2025,Married,539,Yes
2319,Nepal,United Kingdom,Permanent Residency,Permanent,55+,Male,Bachelor's,2014,Married,1299,Yes
2320,Bangladesh,Saudi Arabia,Skilled Worker Visa,Work,35-44,Male,Master's,2000,Single,720,Yes
2321,Bangladesh,France,Family Reunification,Permanent,25-34,Male,Bachelor's,2021,Divorced,201,Yes
2322,Nepal,Kuwait,Employment,Work,45-54,Male,Primary,2019,Divorced,434,Yes
2323,India,Norway,Skilled Worker Visa,Work,45-54,Female,Master's,2001,Divorced,597,Yes
2324,Nepal,Kuwait,Employment,Work,25-34,Female,Vocational/Technical,2000,Married,3311,No
2325,Pakistan,Qatar,Skilled Worker Visa,Work,45-54,Male,Secondary,2006,Divorced,372,Yes
2326,Bangladesh,Australia,Permanent Residency,Permanent,25-34,Male,Primary,2004,Married,375,Yes
2327,Bangladesh,Japan,Better Quality of Life,Permanent,35-44,Male,Bachelor's,2021,Single,8402,No
2328,India,Oman,Skilled Worker Visa,Work,35-44,Male,Secondary,2024,Married,2249,Yes
2329,Bangladesh,Kuwait,Skilled Worker Visa,Work,18-24,Male,Secondary,2018,Single,3788,Yes
2330,India,Japan,Refugee/Asylum,Permanent,25-34,Male,Bachelor's,2024,Single,2785,Yes
2331,Bangladesh,Oman,Permanent Residency,Permanent,25-34,Male,Secondary,2018,Married,514,Yes
2332,Nepal,Oman,Family Reunification,Permanent,45-54,Female,PhD,2001,Single,1351,Yes
2333,Nepal,United Kingdom,Employment,Work,25-34,Female,Bachelor's,2023,Single,1362,Yes
2334,Bangladesh,United Kingdom,Family Reunification,Permanent,35-44,Female,Secondary,2004,Single,11435,Yes
2335,Bangladesh,South Korea,Marriage/Spouse,Permanent,25-34,Female,Vocational/Technical,2024,Divorced,372,Yes
2336,India,Oman,Employment,Work,25-34,Female,Bachelor's,2025,Single,877,No
2337,Nepal,Qatar,Business/Investment,Work,25-34,Male,Primary,2020,Married,1136,Yes
2338,Pakistan,United Kingdom,Marriage/Spouse,Permanent,25-34,Male,Secondary,2013,Married,728,No
2339,Pakistan,France,Permanent Residency,Permanent,45-54,Female,Primary,2011,Married,465,Yes
2340,India,Malaysia,Employment,Work,35-44,Male,Bachelor's,2020,Married,3074,Yes
2341,Bangladesh,Germany,Permanent Residency,Permanent,18-24,Male,Primary,2018,Divorced,266,Yes
2342,Nepal,United Kingdom,Higher Education,Permanent,18-24,Male,Master's,2010,Married,1282,No
2343,Bangladesh,South Korea,Skilled Worker Visa,Work,25-34,Male,Secondary,2024,Divorced,548,Yes
2344,Sri Lanka,Malaysia,Family Reunification,Permanent,35-44,Female,Secondary,2022,Single,831,No
2345,Sri Lanka,Australia,Marriage/Spouse,Permanent,25-34,Female,Master's,2012,Married,6568,No
2346,Pakistan,United States,Permanent Residency,Permanent,45-54,Male,Master's,2007,Single,647,Yes
2347,Bangladesh,South Korea,Higher Education,Permanent,35-44,Male,Bachelor's,2013,Married,2190,Yes
2348,Bangladesh,Oman,Marriage/Spouse,Permanent,18-24,Male,Master's,2002,Single,5956,Yes
2349,Nepal,Canada,Business/Investment,Work,25-34,Female,Secondary,2016,Single,394,Yes
2350,Sri Lanka,Japan,Family Reunification,Permanent,25-34,Female,Bachelor's,2020,Single,1473,Yes
2351,India,Kuwait,Employment,Work,25-34,Male,Bachelor's,2015,Single,3510,Yes
2352,Bangladesh,Germany,Employment,Work,45-54,Female,Primary,2023,Divorced,503,Yes
2353,India,Saudi Arabia,Business/Investment,Work,25-34,Male,Secondary,2022,Single,7404,No
2354,Nepal,Germany,Family Reunification,Permanent,55+,Male,Bachelor's,2019,Single,1308,Yes
2355,Bangladesh,United States,Employment,Work,35-44,Female,Primary,2017,Divorced,8942,Yes
2356,Bangladesh,United States,Marriage/Spouse,Permanent,55+,Female,Secondary,2023,Divorced,2024,Yes
2357,Sri Lanka,France,Marriage/Spouse,Permanent,18-24,Female,Master's,2009,Married,1324,Yes
2358,Nepal,United Kingdom,Permanent Residency,Permanent,25-34,Female,Primary,2007,Divorced,794,No
2359,Bangladesh,France,Employment,Work,35-44,Male,Bachelor's,2025,Married,567,Yes
2360,India,United States,Higher Education,Permanent,55+,Male,PhD,2024,Single,508,Yes
2361,Nepal,Malaysia,Marriage/Spouse,Permanent,25-34,Female,Master's,2003,Single,319,Yes
2362,Sri Lanka,Italy,Economic Hardship,Permanent,35-44,Male,PhD,2012,Single,2015,Yes
2363,Bangladesh,New Zealand,Higher Education,Permanent,55+,Male,Vocational/Technical,2025,Single,1491,No
2364,Sri Lanka,UAE,Skilled Worker Visa,Work,55+,Male,Master's,2016,Single,3058,Yes
2365,India,Canada,Marriage/Spouse,Permanent,25-34,Female,Secondary,2012,Married,925,Yes
2366,Pakistan,Saudi Arabia,Employment,Work,25-34,Male,Bachelor's,2016,Divorced,1445,Yes
2367,Pakistan,France,Business/Investment,Work,25-34,Female,Secondary,2003,Married,1877,No
2368,Sri Lanka,Australia,Permanent Residency,Permanent,25-34,Female,Secondary,2025,Divorced,876,No
2369,Pakistan,Kuwait,Political Instability,Permanent,25-34,Male,Bachelor's,2015,Married,2405,No
2370,Bangladesh,Japan,Skilled Worker Visa,Work,55+,Female,Secondary,2006,Married,264,Yes
2371,Sri Lanka,New Zealand,Employment,Work,25-34,Male,PhD,2017,Married,2264,Yes
2372,India,Oman,Employment,Work,18-24,Male,Primary,2008,Single,7167,Yes
2373,Sri Lanka,Italy,Family Reunification,Permanent,45-54,Female,Bachelor's,2020,Single,1117,Yes
2374,India,Qatar,Employment,Work,45-54,Female,Master's,2011,Married,1158,Yes
2375,India,Australia,Employment,Work,35-44,Female,Vocational/Technical,2013,Single,364,No
2376,India,Australia,Skilled Worker Visa,Work,35-44,Male,Bachelor's,2006,Married,561,Yes
2377,Bangladesh,United Kingdom,Better Quality of Life,Permanent,35-44,Male,Master's,2017,Married,367,No
2378,Pakistan,South Korea,Family Reunification,Permanent,45-54,Male,Bachelor's,2022,Divorced,11080,No
2379,Bangladesh,Germany,Higher Education,Permanent,25-34,Female,Vocational/Technical,2025,Married,1234,Yes
2380,Bangladesh,Malaysia,Higher Education,Permanent,35-44,Male,Bachelor's,2007,Divorced,1388,Yes
2381,Sri Lanka,Malaysia,Business/Investment,Work,25-34,Male,Bachelor's,2017,Divorced,390,Yes
2382,India,Canada,Higher Education,Permanent,25-34,Male,Secondary,2010,Married,584,Yes
2383,Nepal,United Kingdom,Employment,Work,25-34,Male,Secondary,2023,Single,2379,Yes
2384,Pakistan,Germany,Family Reunification,Permanent,25-34,Female,Master's,2013,Married,432,Yes
2385,Sri Lanka,Kuwait,Skilled Worker Visa,Work,25-34,Male,Vocational/Technical,2024,Single,2260,No
2386,Sri Lanka,Malaysia,Family Reunification,Permanent,45-54,Male,Master's,2021,Married,400,Yes
2387,Bangladesh,UAE,Skilled Worker Visa,Work,35-44,Male,Secondary,2019,Married,1657,Yes
2388,Pakistan,Malaysia,Better Quality of Life,Permanent,35-44,Female,Bachelor's,2020,Married,793,Yes
2389,Pakistan,Germany,Economic Hardship,Permanent,45-54,Male,Bachelor's,2015,Divorced,286,Yes
2390,Sri Lanka,United States,Family Reunification,Permanent,25-34,Male,Bachelor's,2014,Married,2536,Yes
2391,Bangladesh,Italy,Higher Education,Permanent,18-24,Female,Master's,2002,Married,322,Yes
2392,Sri Lanka,Japan,Employment,Work,25-34,Male,Bachelor's,2002,Single,1063,Yes
2393,Bangladesh,Australia,Family Reunification,Permanent,45-54,Female,Bachelor's,2022,Divorced,1242,No
2394,Bangladesh,Qatar,Healthcare,Permanent,35-44,Male,Bachelor's,2012,Single,1187,Yes
2395,Nepal,Germany,Family Reunification,Permanent,35-44,Male,Secondary,2012,Divorced,533,Yes
2396,Sri Lanka,Japan,Family Reunification,Permanent,35-44,Male,Secondary,2018,Single,1388,Yes
2397,India,New Zealand,Family Reunification,Permanent,55+,Male,Vocational/Technical,2008,Single,246,Yes
2398,Nepal,Saudi Arabia,Economic Hardship,Permanent,45-54,Male,Secondary,2025,Single,2804,Yes
2399,Nepal,Canada,Refugee/Asylum,Permanent,45-54,Female,Bachelor's,2000,Married,347,No
2400,Bangladesh,UAE,Skilled Worker Visa,Work,35-44,Male,Bachelor's,2013,Married,914,Yes
2401,Pakistan,Japan,Marriage/Spouse,Permanent,25-34,Female,Secondary,2003,Single,3291,No
2402,Pakistan,France,Marriage/Spouse,Permanent,45-54,Female,Vocational/Technical,2022,Divorced,2405,Yes
2403,Nepal,Oman,Employment,Work,55+,Male,Vocational/Technical,2012,Single,978,Yes
2404,India,Australia,Higher Education,Permanent,25-34,Male,Bachelor's,2014,Single,910,Yes
2405,Sri Lanka,United Kingdom,Permanent Residency,Permanent,45-54,Female,Master's,2023,Divorced,1190,Yes
2406,Nepal,Norway,Marriage/Spouse,Permanent,25-34,Female,Bachelor's,2016,Single,756,Yes
2407,India,Saudi Arabia,Business/Investment,Work,25-34,Male,Bachelor's,2020,Married,487,No
2408,Sri Lanka,UAE,Skilled Worker Visa,Work,25-34,Male,Bachelor's,2007,Divorced,3212,Yes
2409,Sri Lanka,Saudi Arabia,Employment,Work,25-34,Male,Master's,2023,Single,8622,Yes
2410,Bangladesh,Qatar,Employment,Work,55+,Male,Secondary,2005,Single,490,Yes
2411,Sri Lanka,Malaysia,Skilled Worker Visa,Work,25-34,Male,Bachelor's,2021,Divorced,228,Yes
2412,Sri Lanka,South Korea,Higher Education,Permanent,25-34,Male,Vocational/Technical,2011,Single,3196,Yes
2413,Nepal,United Kingdom,Skilled Worker Visa,Work,45-54,Female,Primary,2010,Married,500,Yes
2414,Nepal,Oman,Employment,Work,55+,Male,Vocational/Technical,2025,Divorced,1219,Yes
2415,Pakistan,Japan,Employment,Work,25-34,Male,Bachelor's,2022,Single,11761,Yes
2416,Pakistan,Norway,Permanent Residency,Permanent,18-24,Female,Master's,2020,Divorced,9318,No
2417,Nepal,Kuwait,Employment,Work,25-34,Male,Bachelor's,2025,Single,7757,No
2418,Pakistan,France,Employment,Work,45-54,Male,Vocational/Technical,2011,Divorced,564,Yes
2419,Sri Lanka,Canada,Permanent Residency,Permanent,25-34,Male,Bachelor's,2023,Single,538,Yes
2420,Pakistan,Norway,Skilled Worker Visa,Work,45-54,Female,Master's,2017,Single,586,No
2421,Bangladesh,South Korea,Employment,Work,35-44,Female,Bachelor's,2019,Single,1154,Yes
2422,Nepal,Norway,Family Reunification,Permanent,55+,Male,PhD,2006,Single,1176,Yes
2423,Sri Lanka,Canada,Higher Education,Permanent,18-24,Male,Secondary,2017,Single,475,Yes
2424,Pakistan,South Korea,Economic Hardship,Permanent,25-34,Female,Master's,2009,Single,872,Yes
2425,Sri Lanka,France,Employment,Work,45-54,Female,Master's,2014,Divorced,234,No
2426,Sri Lanka,UAE,Skilled Worker Visa,Work,18-24,Female,Master's,2012,Single,1505,No
2427,Bangladesh,France,Family Reunification,Permanent,25-34,Male,Bachelor's,2001,Divorced,399,Yes
2428,Nepal,Malaysia,Business/Investment,Work,55+,Female,Vocational/Technical,2007,Married,1147,Yes
2429,Sri Lanka,Qatar,Employment,Work,25-34,Male,Master's,2009,Married,211,Yes
2430,Nepal,UAE,Skilled Worker Visa,Work,35-44,Male,Bachelor's,2017,Single,274,Yes
2431,Bangladesh,France,Higher Education,Permanent,25-34,Male,PhD,2014,Divorced,785,Yes
2432,Nepal,Japan,Permanent Residency,Permanent,25-34,Male,Secondary,2017,Married,2745,Yes
2433,Pakistan,Italy,Family Reunification,Permanent,25-34,Male,PhD,2024,Divorced,406,Yes
2434,Pakistan,Australia,Employment,Work,18-24,Female,Vocational/Technical,2009,Single,2323,Yes
2435,Pakistan,New Zealand,Better Quality of Life,Permanent,18-24,Male,Primary,2020,Divorced,334,Yes
2436,Nepal,Saudi Arabia,Healthcare,Permanent,35-44,Male,Master's,2019,Single,1424,Yes
2437,Pakistan,Oman,Skilled Worker Visa,Work,55+,Male,Bachelor's,2019,Married,667,No
2438,Bangladesh,United Kingdom,Higher Education,Permanent,45-54,Female,Bachelor's,2015,Divorced,884,Yes
2439,Bangladesh,Germany,Employment,Work,45-54,Male,Bachelor's,2017,Married,1138,Yes
2440,Sri Lanka,Oman,Marriage/Spouse,Permanent,35-44,Male,PhD,2018,Divorced,1293,Yes
2441,Sri Lanka,Japan,Better Quality of Life,Permanent,18-24,Female,Secondary,2010,Married,2268,Yes
2442,Nepal,Canada,Employment,Work,45-54,Female,Master's,2011,Married,585,Yes
2443,Nepal,Germany,Family Reunification,Permanent,25-34,Male,Master's,2011,Single,377,Yes
2444,India,South Korea,Permanent Residency,Permanent,55+,Male,Bachelor's,2023,Divorced,722,Yes
2445,Pakistan,United Kingdom,Permanent Residency,Permanent,35-44,Female,Bachelor's,2011,Married,653,Yes
2446,Nepal,Italy,Family Reunification,Permanent,45-54,Female,Bachelor's,2017,Married,1084,Yes
2447,Pakistan,Norway,Marriage/Spouse,Permanent,25-34,Male,Secondary,2013,Married,4007,Yes
2448,Nepal,United States,Refugee/Asylum,Permanent,25-34,Male,Master's,2024,Married,424,No
2449,Nepal,Australia,Skilled Worker Visa,Work,25-34,Male,Bachelor's,2020,Married,304,Yes
2450,Nepal,Malaysia,Marriage/Spouse,Permanent,25-34,Female,Bachelor's,2002,Divorced,345,Yes
2451,Bangladesh,Norway,Higher Education,Permanent,18-24,Female,Bachelor's,2017,Divorced,366,Yes
2452,Nepal,Norway,Permanent Residency,Permanent,45-54,Male,Vocational/Technical,2020,Single,336,Yes
2453,India,Oman,Refugee/Asylum,Permanent,35-44,Male,Bachelor's,2018,Single,655,Yes
2454,Bangladesh,United States,Refugee/Asylum,Permanent,25-34,Male,Secondary,2014,Divorced,3704,Yes
2455,Pakistan,United States,Permanent Residency,Permanent,25-34,Male,Master's,2006,Single,666,Yes
2456,Nepal,Kuwait,Employment,Work,55+,Male,Bachelor's,2019,Married,2136,Yes
2457,Nepal,Germany,Family Reunification,Permanent,18-24,Female,Master's,2014,Divorced,567,No
2458,Sri Lanka,United Kingdom,Higher Education,Permanent,25-34,Male,Vocational/Technical,2025,Single,1265,No
2459,Pakistan,Germany,Skilled Worker Visa,Work,25-34,Male,Secondary,2025,Divorced,1273,Yes
2460,Sri Lanka,Qatar,Skilled Worker Visa,Work,35-44,Male,Secondary,2024,Divorced,417,Yes
2461,Pakistan,Germany,Refugee/Asylum,Permanent,18-24,Male,Master's,2014,Single,396,Yes
2462,Sri Lanka,France,Marriage/Spouse,Permanent,18-24,Male,Master's,2005,Divorced,914,Yes
2463,Nepal,Canada,Higher Education,Permanent,45-54,Female,Bachelor's,2010,Married,3912,No
2464,Sri Lanka,United States,Permanent Residency,Permanent,35-44,Male,Vocational/Technical,2019,Single,3514,Yes
2465,Bangladesh,UAE,Family Reunification,Permanent,25-34,Male,Master's,2019,Divorced,396,No
2466,Sri Lanka,Germany,Higher Education,Permanent,45-54,Male,Bachelor's,2019,Married,369,Yes
2467,Sri Lanka,UAE,Economic Hardship,Permanent,25-34,Male,Bachelor's,2021,Married,1455,No
2468,India,United States,Economic Hardship,Permanent,18-24,Female,Bachelor's,2003,Married,825,Yes
2469,Bangladesh,Canada,Employment,Work,18-24,Male,Bachelor's,2020,Single,430,Yes
2470,Sri Lanka,Kuwait,Family Reunification,Permanent,25-34,Male,Bachelor's,2014,Divorced,2539,Yes
2471,Nepal,France,Employment,Work,35-44,Female,Primary,2019,Single,381,Yes
2472,Pakistan,Canada,Higher Education,Permanent,25-34,Female,Master's,2013,Divorced,965,No
2473,Pakistan,United Kingdom,Better Quality of Life,Permanent,25-34,Male,Secondary,2001,Divorced,2571,No
2474,India,Saudi Arabia,Family Reunification,Permanent,18-24,Male,Secondary,2020,Married,8690,Yes
2475,India,Saudi Arabia,Family Reunification,Permanent,35-44,Male,Master's,2017,Single,418,Yes
2476,Pakistan,Italy,Higher Education,Permanent,25-34,Male,Primary,2003,Divorced,3583,No
2477,India,Oman,Employment,Work,45-54,Male,Secondary,2021,Single,404,No
2478,Nepal,France,Permanent Residency,Permanent,25-34,Male,Secondary,2023,Single,1157,No
2479,Pakistan,South Korea,Family Reunification,Permanent,18-24,Male,Vocational/Technical,2020,Divorced,1128,Yes
2480,Nepal,Kuwait,Employment,Work,35-44,Male,Secondary,2009,Single,2955,Yes
2481,India,United States,Employment,Work,25-34,Male,Primary,2007,Married,785,No
2482,Sri Lanka,United Kingdom,Employment,Work,25-34,Female,Bachelor's,2023,Divorced,633,Yes
2483,Nepal,Oman,Better Quality of Life,Permanent,25-34,Female,Vocational/Technical,2021,Single,1437,Yes
2484,Pakistan,UAE,Employment,Work,18-24,Male,Secondary,2005,Single,534,Yes
2485,Nepal,Japan,Better Quality of Life,Permanent,25-34,Male,Master's,2013,Single,739,Yes
2486,India,Japan,Higher Education,Permanent,25-34,Male,Primary,2022,Married,1386,Yes
2487,Bangladesh,United Kingdom,Permanent Residency,Permanent,25-34,Female,PhD,2018,Divorced,398,Yes
2488,Bangladesh,Qatar,Healthcare,Permanent,35-44,Female,Secondary,2018,Single,310,No
2489,Nepal,New Zealand,Employment,Work,25-34,Male,PhD,2022,Married,1020,No
2490,Pakistan,Australia,Marriage/Spouse,Permanent,55+,Male,Vocational/Technical,2020,Married,255,Yes
2491,Sri Lanka,United States,Economic Hardship,Permanent,25-34,Male,Master's,2023,Married,603,Yes
2492,India,Saudi Arabia,Family Reunification,Permanent,35-44,Male,Vocational/Technical,2011,Single,515,No
2493,Sri Lanka,Qatar,Marriage/Spouse,Permanent,45-54,Male,Primary,2009,Married,226,Yes
2494,Bangladesh,South Korea,Permanent Residency,Permanent,18-24,Male,Secondary,2022,Divorced,2489,Yes
2495,Sri Lanka,Australia,Better Quality of Life,Permanent,25-34,Female,Secondary,2015,Single,1286,Yes
2496,Pakistan,Malaysia,Healthcare,Permanent,35-44,Male,Secondary,2011,Married,479,Yes
2497,Pakistan,Oman,Skilled Worker Visa,Work,25-34,Male,Bachelor's,2009,Married,4093,Yes
2498,Pakistan,Australia,Business/Investment,Work,35-44,Female,Secondary,2019,Single,584,Yes
2499,Sri Lanka,Norway,Economic Hardship,Permanent,25-34,Female,Master's,2020,Single,250,Yes
2500,Sri Lanka,Germany,Family Reunification,Permanent,35-44,Male,Vocational/Technical,2011,Married,6055,Yes
2501,Bangladesh,Saudi Arabia,Higher Education,Permanent,25-34,Male,Bachelor's,2012,Divorced,1380,Yes
2502,Sri Lanka,France,Marriage/Spouse,Permanent,45-54,Female,Bachelor's,2021,Married,3138,No
2503,India,Qatar,Healthcare,Permanent,35-44,Male,Master's,2009,Married,964,No
2504,Pakistan,UAE,Permanent Residency,Permanent,45-54,Male,Secondary,2021,Divorced,406,Yes
2505,Bangladesh,Malaysia,Employment,Work,45-54,Female,Master's,2012,Single,580,Yes
2506,India,Kuwait,Skilled Worker Visa,Work,35-44,Male,Bachelor's,2017,Single,9711,Yes
2507,Sri Lanka,South Korea,Higher Education,Permanent,35-44,Male,Vocational/Technical,2020,Single,1308,Yes
2508,Sri Lanka,Oman,Business/Investment,Work,45-54,Male,Bachelor's,2023,Single,3670,Yes
2509,Bangladesh,United Kingdom,Permanent Residency,Permanent,35-44,Female,Primary,2006,Single,560,Yes
2510,Nepal,Saudi Arabia,Family Reunification,Permanent,25-34,Male,Secondary,2023,Divorced,310,Yes
2511,India,France,Skilled Worker Visa,Work,45-54,Female,Master's,2005,Single,1227,No
2512,Pakistan,Qatar,Higher Education,Permanent,35-44,Male,Bachelor's,2016,Single,554,Yes
2513,Sri Lanka,Kuwait,Employment,Work,25-34,Male,Secondary,2008,Married,482,No
2514,India,UAE,Employment,Work,25-34,Female,Bachelor's,2016,Single,3080,Yes
2515,Sri Lanka,Malaysia,Permanent Residency,Permanent,25-34,Female,Secondary,2000,Divorced,1153,Yes
2516,Pakistan,United Kingdom,Refugee/Asylum,Permanent,25-34,Female,Master's,2005,Married,882,Yes
2517,Bangladesh,Oman,Skilled Worker Visa,Work,35-44,Female,Secondary,2024,Divorced,1173,No
2518,Nepal,Canada,Employment,Work,45-54,Male,Secondary,2018,Divorced,790,Yes
2519,Bangladesh,UAE,Skilled Worker Visa,Work,25-34,Male,Primary,2023,Divorced,372,Yes
2520,Sri Lanka,UAE,Employment,Work,25-34,Male,Secondary,2012,Married,1002,Yes
2521,Bangladesh,Germany,Permanent Residency,Permanent,35-44,Male,Bachelor's,2017,Married,1766,Yes
2522,Nepal,Norway,Skilled Worker Visa,Work,35-44,Female,Primary,2021,Divorced,656,Yes
2523,Sri Lanka,New Zealand,Family Reunification,Permanent,35-44,Male,Bachelor's,2012,Married,3762,Yes
2524,Pakistan,Japan,Family Reunification,Permanent,35-44,Male,Vocational/Technical,2018,Married,432,No
2525,Sri Lanka,New Zealand,Business/Investment,Work,25-34,Male,Bachelor's,2021,Single,2188,Yes
2526,India,UAE,Marriage/Spouse,Permanent,45-54,Female,Secondary,2020,Divorced,517,Yes
2527,India,Kuwait,Employment,Work,45-54,Male,PhD,2016,Married,764,Yes
2528,Bangladesh,Germany,Marriage/Spouse,Permanent,35-44,Female,PhD,2021,Married,3865,Yes
2529,Nepal,Oman,Employment,Work,18-24,Male,Bachelor's,2018,Divorced,265,Yes
2530,Nepal,Kuwait,Skilled Worker Visa,Work,55+,Male,Vocational/Technical,2025,Single,937,Yes
